img,link,prod,price
https://www.bigbasket.com/media/uploads/p/mm/181156_7-kelloggs-chocos-crunchy-bites.jpg,https://www.bigbasket.com/pd/181156/kelloggs-chocos-crunchy-bites-375-g/?nc=cl-prod-list&t_pg=l1-cat-snacks-branded-foods&t_p=cl-temp-1&t_s=cl-prod-list&t_pos=3&t_ch=desktop,Chocos Crunchy Bites,180
https://www.bigbasket.com/media/uploads/p/mm/264982_1-lijjat-papad-urad.jpg,https://www.bigbasket.com/pd/264982/lijjat-papad-urad-200-g/?nc=cl-prod-list&t_pg=l1-cat-snacks-branded-foods&t_p=cl-temp-1&t_s=cl-prod-list&t_pos=3&t_ch=desktop,Papad - Urad,60
https://www.bigbasket.com/media/uploads/p/mm/216875_15-parle-marie-biscuits.jpg,https://www.bigbasket.com/pd/216875/parle-marie-biscuits-250-g/?nc=cl-prod-list&t_pg=l1-cat-snacks-branded-foods&t_p=cl-temp-1&t_s=cl-prod-list&t_pos=3&t_ch=desktop,Marie Biscuits,30
https://www.bigbasket.com/media/uploads/p/mm/1208821_1-cadbury-dairy-milk-silk-bubbly-valentine-chocolate-bar.jpg,https://www.bigbasket.com/pd/1208821/cadbury-dairy-milk-silk-bubbly-valentine-chocolate-bar-3x120-g/?nc=cl-prod-list&t_pg=l1-cat-snacks-branded-foods&t_p=cl-temp-1&t_s=cl-prod-list&t_pos=3&t_ch=desktop,Dairy Milk Silk Bubbly - Valentine Chocolate Bar,510
https://www.bigbasket.com/media/uploads/p/mm/157375_8-mtr-breakfast-mix-rava-idli.jpg,https://www.bigbasket.com/pd/157375/mtr-breakfast-mix-rava-idli-1-kg/?nc=cl-prod-list&t_pg=l1-cat-snacks-branded-foods&t_p=cl-temp-1&t_s=cl-prod-list&t_pos=3&t_ch=desktop,Breakfast Mix - Rava Idli,205
https://www.bigbasket.com/media/uploads/p/mm/40002209_22-kelloggs-chocos-variety-pack.jpg,https://www.bigbasket.com/pd/40002209/kelloggs-chocos-variety-pack-156-g/?nc=cl-prod-list&t_pg=l1-cat-snacks-branded-foods&t_p=cl-temp-1&t_s=cl-prod-list&t_pos=3&t_ch=desktop,Chocos - Variety pack,60
https://www.bigbasket.com/media/uploads/p/mm/293717_5-saffola-masala-oats-masala-coriander.jpg,https://www.bigbasket.com/pd/293717/saffola-masala-oats-masala-coriander-38-g/?nc=cl-prod-list&t_pg=l1-cat-snacks-branded-foods&t_p=cl-temp-1&t_s=cl-prod-list&t_pos=3&t_ch=desktop,Masala Oats - Masala & Coriander,15
https://www.bigbasket.com/media/uploads/p/mm/266151_9-maggi-cuppa-masala-noodles.jpg,https://www.bigbasket.com/pd/266151/maggi-cuppa-masala-noodles-70-g/?nc=cl-prod-list&t_pg=l1-cat-snacks-branded-foods&t_p=cl-temp-1&t_s=cl-prod-list&t_pos=3&t_ch=desktop,Cuppa Masala Noodles,45
https://www.bigbasket.com/media/uploads/p/mm/281026_5-cadbury-dairy-milk-chocolate.jpg,https://www.bigbasket.com/pd/281026/cadbury-dairy-milk-chocolate-23-g/?nc=cl-prod-list&t_pg=l1-cat-snacks-branded-foods&t_p=cl-temp-1&t_s=cl-prod-list&t_pos=3&t_ch=desktop,Chocolate,20
https://www.bigbasket.com/media/uploads/p/mm/279022_10-funfoods-veg-mayonnaise-eggless.jpg,https://www.bigbasket.com/pd/279022/funfoods-veg-mayonnaise-eggless-250-g/?nc=cl-prod-list&t_pg=l1-cat-snacks-branded-foods&t_p=cl-temp-1&t_s=cl-prod-list&t_pos=3&t_ch=desktop,Veg Mayonnaise - Eggless,69
https://www.bigbasket.com/media/uploads/p/mm/40083094_3-sundrop-peanut-butter-crunchy.jpg,https://www.bigbasket.com/pd/40083094/sundrop-peanut-butter-crunchy-924-g/?nc=cl-prod-list&t_pg=l1-cat-snacks-branded-foods&t_p=cl-temp-1&t_s=cl-prod-list&t_pos=3&t_ch=desktop,Peanut Butter - Crunchy,285
https://www.bigbasket.com/media/uploads/p/mm/40009934_9-parle-biscuits-gluco-gold.jpg,https://www.bigbasket.com/pd/40009934/parle-biscuits-gluco-gold-200-g/?nc=cl-prod-list&t_pg=l1-cat-snacks-branded-foods&t_p=cl-temp-1&t_s=cl-prod-list&t_pos=3&t_ch=desktop,Biscuits - Gluco Gold,25
https://www.bigbasket.com/media/uploads/p/mm/40129141_1-kelloggs-crunchy-granola-almonds-and-cranberries.jpg,https://www.bigbasket.com/pd/40129141/kelloggs-crunchy-granola-almonds-and-cranberries-460-g/?nc=cl-prod-list&t_pg=l1-cat-snacks-branded-foods&t_p=cl-temp-1&t_s=cl-prod-list&t_pos=3&t_ch=desktop,Crunchy Granola Almonds and Cranberries,315
https://www.bigbasket.com/media/uploads/p/mm/293387_11-knorr-instant-tomato-chatpata-cup-a-soup.jpg,https://www.bigbasket.com/pd/293387/knorr-instant-tomato-chatpata-cup-a-soup-14-g/?nc=cl-prod-list&t_pg=l1-cat-snacks-branded-foods&t_p=cl-temp-1&t_s=cl-prod-list&t_pos=3&t_ch=desktop,Instant Tomato Chatpata Cup-A-Soup,10
https://www.bigbasket.com/media/uploads/p/mm/20006241_1-parle-premium-original-glucose-biscuits-parle-g.jpg,https://www.bigbasket.com/pd/20006241/parle-premium-original-glucose-biscuits-parle-g-25-g/?nc=cl-prod-list&t_pg=l1-cat-snacks-branded-foods&t_p=cl-temp-1&t_s=cl-prod-list&t_pos=3&t_ch=desktop,Premium Original Glucose Biscuits - Parle-G,2
https://www.bigbasket.com/media/uploads/p/mm/30008742_6-sunfeast-moms-magic-cookies-cashew-almond-biscuits.jpg,https://www.bigbasket.com/pd/30008742/sunfeast-moms-magic-cookies-cashew-almond-biscuits-60-g/?nc=cl-prod-list&t_pg=l1-cat-snacks-branded-foods&t_p=cl-temp-1&t_s=cl-prod-list&t_pos=3&t_ch=desktop,Moms Magic Cookies - Cashew & Almond Biscuits,10
https://www.bigbasket.com/media/uploads/p/mm/40128457_4-saffola-masala-oats-masala-coriander.jpg,https://www.bigbasket.com/pd/40128457/saffola-masala-oats-masala-coriander-500-g/?nc=cl-prod-list&t_pg=l1-cat-snacks-branded-foods&t_p=cl-temp-1&t_s=cl-prod-list&t_pos=3&t_ch=desktop,Masala Oats - Masala & Coriander,190
https://www.bigbasket.com/media/uploads/p/mm/1200590_2-cadbury-dairy-milk-chocolate.jpg,https://www.bigbasket.com/pd/1200590/cadbury-dairy-milk-chocolate-3x52-g/?nc=cl-prod-list&t_pg=l1-cat-snacks-branded-foods&t_p=cl-temp-1&t_s=cl-prod-list&t_pos=3&t_ch=desktop,Dairy Milk Chocolate,120
https://www.bigbasket.com/media/uploads/p/mm/40001343_1-sunfeast-dark-fantasy-luxuria-choco-fills-biscuits-cookies.jpg,https://www.bigbasket.com/pd/40001343/sunfeast-dark-fantasy-luxuria-choco-fills-biscuits-cookies-150-g/?nc=cl-prod-list&t_pg=l1-cat-snacks-branded-foods&t_p=cl-temp-1&t_s=cl-prod-list&t_pos=3&t_ch=desktop,Dark Fantasy - Luxuria Choco Fills Biscuits - Cookies,60
https://www.bigbasket.com/media/uploads/p/mm/1203269_2-cadbury-bournville-cranberry-dark-chocolate-bar.jpg,https://www.bigbasket.com/pd/1203269/cadbury-bournville-cranberry-dark-chocolate-bar-3x80-g/?nc=cl-prod-list&t_pg=l1-cat-snacks-branded-foods&t_p=cl-temp-1&t_s=cl-prod-list&t_pos=3&t_ch=desktop,Cranberry Dark Chocolate Bar,300
https://www.bigbasket.com/media/uploads/p/mm/40065768_7-dukes-waffy-choco-roll.jpg,https://www.bigbasket.com/pd/40065768/dukes-waffy-choco-roll-250-g/?nc=cl-prod-list&t_pg=l1-cat-snacks-branded-foods&t_p=cl-temp-1&t_s=cl-prod-list&t_pos=3&t_ch=desktop,Waffy Choco Roll,150
https://www.bigbasket.com/media/uploads/p/mm/1204024_1-bingo-yumitos-potato-chips-original-style-salt.jpg,https://www.bigbasket.com/pd/1204024/bingo-yumitos-potato-chips-original-style-salt-6x35-g/?nc=cl-prod-list&t_pg=l1-cat-snacks-branded-foods&t_p=cl-temp-1&t_s=cl-prod-list&t_pos=3&t_ch=desktop,"Yumitos Potato Chips - Original Style, Salt",54
https://www.bigbasket.com/media/uploads/p/mm/100145877_5-parle-hide-seek-caffe-mocha-cookies.jpg,https://www.bigbasket.com/pd/100145877/parle-hide-seek-caffe-mocha-cookies-120-g/?nc=cl-prod-list&t_pg=l1-cat-snacks-branded-foods&t_p=cl-temp-1&t_s=cl-prod-list&t_pos=3&t_ch=desktop,Hide & Seek Caffe Mocha Cookies,30
https://www.bigbasket.com/media/uploads/p/mm/265964_7-mtr-ready-mix-gulab-jamun.jpg,https://www.bigbasket.com/pd/265964/mtr-ready-mix-gulab-jamun-175-g/?nc=cl-prod-list&t_pg=l1-cat-snacks-branded-foods&t_p=cl-temp-1&t_s=cl-prod-list&t_pos=3&t_ch=desktop,Ready Mix - Gulab Jamun,130
https://www.bigbasket.com/media/uploads/p/mm/40075988_2-britannia-good-day-pista-badam-cookies.jpg,https://www.bigbasket.com/pd/40075988/britannia-good-day-pista-badam-cookies-250-g/?nc=cl-prod-list&t_pg=l1-cat-snacks-branded-foods&t_p=cl-temp-1&t_s=cl-prod-list&t_pos=3&t_ch=desktop,Good Day Pista Badam Cookies,70
https://www.bigbasket.com/media/uploads/p/mm/263515_3-top-ramen-noodles-curry-veg.jpg,https://www.bigbasket.com/pd/263515/top-ramen-noodles-curry-veg-280-g/?nc=cl-prod-list&t_pg=l1-cat-snacks-branded-foods&t_p=cl-temp-1&t_s=cl-prod-list&t_pos=3&t_ch=desktop,Noodles - Curry Veg,80
https://www.bigbasket.com/media/uploads/p/mm/1206550_1-kissan-jam-mixed-fruit.jpg,https://www.bigbasket.com/pd/1206550/kissan-jam-mixed-fruit-2x100-g/?nc=cl-prod-list&t_pg=l1-cat-snacks-branded-foods&t_p=cl-temp-1&t_s=cl-prod-list&t_pos=3&t_ch=desktop,Jam - Mixed Fruit,40
https://www.bigbasket.com/media/uploads/p/mm/122644_9-kelloggs-wheat-flakes-all-bran.jpg,https://www.bigbasket.com/pd/122644/kelloggs-wheat-flakes-all-bran-425-g/?nc=cl-prod-list&t_pg=l1-cat-snacks-branded-foods&t_p=cl-temp-1&t_s=cl-prod-list&t_pos=3&t_ch=desktop,Wheat Flakes - All Bran,205
https://www.bigbasket.com/media/uploads/p/mm/100021029_5-cadbury-gems-sugar-coated-chocolate.jpg,https://www.bigbasket.com/pd/100021029/cadbury-gems-sugar-coated-chocolate-8-9-g/?nc=cl-prod-list&t_pg=l1-cat-snacks-branded-foods&t_p=cl-temp-1&t_s=cl-prod-list&t_pos=3&t_ch=desktop,Sugar Coated Chocolate,5
https://www.bigbasket.com/media/uploads/p/mm/30005231_1-kelloggs-choco.jpg,https://www.bigbasket.com/pd/30005231/kelloggs-choco-27-g/?nc=cl-prod-list&t_pg=l1-cat-snacks-branded-foods&t_p=cl-temp-1&t_s=cl-prod-list&t_pos=3&t_ch=desktop,Choco,10
https://www.bigbasket.com/media/uploads/p/mm/40083093_3-sundrop-peanut-butter-creamy.jpg,https://www.bigbasket.com/pd/40083093/sundrop-peanut-butter-creamy-924-g/?nc=cl-prod-list&t_pg=l1-cat-snacks-branded-foods&t_p=cl-temp-1&t_s=cl-prod-list&t_pos=3&t_ch=desktop,Peanut Butter - Creamy,285
https://www.bigbasket.com/media/uploads/p/mm/40097871_4-cadbury-dairy-milk-silk-oreo.jpg,https://www.bigbasket.com/pd/40097871/cadbury-dairy-milk-silk-oreo-60-g/?nc=cl-prod-list&t_pg=l1-cat-snacks-branded-foods&t_p=cl-temp-1&t_s=cl-prod-list&t_pos=3&t_ch=desktop,Oreo,80
https://www.bigbasket.com/media/uploads/p/mm/314517_5-saffola-masala-oats-veggie-twist.jpg,https://www.bigbasket.com/pd/314517/saffola-masala-oats-veggie-twist-38-g/?nc=cl-prod-list&t_pg=l1-cat-snacks-branded-foods&t_p=cl-temp-1&t_s=cl-prod-list&t_pos=3&t_ch=desktop,Masala Oats - Veggie Twist,15
https://www.bigbasket.com/media/uploads/p/mm/264589_7-britannia-nutri-choice-cracker-simply-lite-biscuits.jpg,https://www.bigbasket.com/pd/264589/britannia-nutri-choice-cracker-simply-lite-biscuits-300-g/?nc=cl-prod-list&t_pg=l1-cat-snacks-branded-foods&t_p=cl-temp-1&t_s=cl-prod-list&t_pos=3&t_ch=desktop,Nutri Choice Cracker Simply Lite Biscuits,45
https://www.bigbasket.com/media/uploads/p/mm/263654_3-sunfeast-marie-light-biscuits-rich-taste.jpg,https://www.bigbasket.com/pd/263654/sunfeast-marie-light-biscuits-rich-taste-200-g/?nc=cl-prod-list&t_pg=l1-cat-snacks-branded-foods&t_p=cl-temp-1&t_s=cl-prod-list&t_pos=3&t_ch=desktop,Marie Light Biscuits-Rich Taste,20
https://www.bigbasket.com/media/uploads/p/mm/20000864_2-karachi-bakery-biscuits-chand.jpg,https://www.bigbasket.com/pd/20000864/karachi-bakery-biscuits-chand-400-g/?nc=cl-prod-list&t_pg=l1-cat-snacks-branded-foods&t_p=cl-temp-1&t_s=cl-prod-list&t_pos=3&t_ch=desktop,Biscuits - Chand,160
https://www.bigbasket.com/media/uploads/p/mm/1205786_1-too-yumm-multigrain-chips-dahi-papdi-chaat.jpg,https://www.bigbasket.com/pd/1205786/too-yumm-multigrain-chips-dahi-papdi-chaat-3x54-g/?nc=cl-prod-list&t_pg=l1-cat-snacks-branded-foods&t_p=cl-temp-1&t_s=cl-prod-list&t_pos=3&t_ch=desktop,Multigrain Chips - Dahi Papdi Chaat,51
https://www.bigbasket.com/media/uploads/p/mm/20003287_8-haldirams-namkeen-lemon-bhel.jpg,https://www.bigbasket.com/pd/20003287/haldirams-namkeen-lemon-bhel-27-g/?nc=cl-prod-list&t_pg=l1-cat-snacks-branded-foods&t_p=cl-temp-1&t_s=cl-prod-list&t_pos=3&t_ch=desktop,Namkeen - Lemon Bhel,5
https://www.bigbasket.com/media/uploads/p/mm/265947_7-mtr-vermicelli.jpg,https://www.bigbasket.com/pd/265947/mtr-vermicelli-850-g/?nc=cl-prod-list&t_pg=l1-cat-snacks-branded-foods&t_p=cl-temp-1&t_s=cl-prod-list&t_pos=3&t_ch=desktop,Vermicelli,80
https://www.bigbasket.com/media/uploads/p/mm/267463_10-cadbury-dairy-milk-crackle-chocolate-bar.jpg,https://www.bigbasket.com/pd/267463/cadbury-dairy-milk-crackle-chocolate-bar-36-g/?nc=cl-prod-list&t_pg=l1-cat-snacks-branded-foods&t_p=cl-temp-1&t_s=cl-prod-list&t_pos=3&t_ch=desktop,Crackle Chocolate Bar,45
https://www.bigbasket.com/static/images/product_mm_no_image.jpg,https://www.bigbasket.com/pd/1203254/cadbury-dairy-milk-silk-fruit-nut-chocolate-bar-3x55-g/?nc=cl-prod-list&t_pg=l1-cat-snacks-branded-foods&t_p=cl-temp-1&t_s=cl-prod-list&t_pos=3&t_ch=desktop,Silk Fruit & Nut Chocolate Bar,210
https://www.bigbasket.com/media/uploads/p/mm/294266_10-kurkure-namkeen-green-chutney-rajasthani-style.jpg,https://www.bigbasket.com/pd/294266/kurkure-namkeen-green-chutney-rajasthani-style-45-g/?nc=cl-prod-list&t_pg=l1-cat-snacks-branded-foods&t_p=cl-temp-1&t_s=cl-prod-list&t_pos=3&t_ch=desktop,Namkeen - Green Chutney Rajasthani Style,10
https://www.bigbasket.com/media/uploads/p/mm/40001598_2-top-ramen-noodles-masala.jpg,https://www.bigbasket.com/pd/40001598/top-ramen-noodles-masala-560-g/?nc=cl-prod-list&t_pg=l1-cat-snacks-branded-foods&t_p=cl-temp-1&t_s=cl-prod-list&t_pos=3&t_ch=desktop,Noodles - Masala,85
https://www.bigbasket.com/media/uploads/p/mm/20003290_3-haldirams-namkeen-sev-murmura-mirch-masala.jpg,https://www.bigbasket.com/pd/20003290/haldirams-namkeen-sev-murmura-mirch-masala-32-g/?nc=cl-prod-list&t_pg=l1-cat-snacks-branded-foods&t_p=cl-temp-1&t_s=cl-prod-list&t_pos=3&t_ch=desktop,Namkeen- Sev Murmura Mirch Masala,5
https://www.bigbasket.com/media/uploads/p/mm/20002731_3-mohuns-corn-flakes.jpg,https://www.bigbasket.com/pd/20002731/mohun-s-corn-flakes-500-g/?nc=cl-prod-list&t_pg=l1-cat-snacks-branded-foods&t_p=cl-temp-1&t_s=cl-prod-list&t_pos=3&t_ch=desktop,Corn Flakes,120
https://www.bigbasket.com/media/uploads/p/mm/327663_11-cadbury-oreo-creme-biscuit-strawberry.jpg,https://www.bigbasket.com/pd/327663/cadbury-oreo-creme-biscuit-strawberry-120-g/?nc=cl-prod-list&t_pg=l1-cat-snacks-branded-foods&t_p=cl-temp-1&t_s=cl-prod-list&t_pos=3&t_ch=desktop,Creme Biscuit - Strawberry,30
https://www.bigbasket.com/media/uploads/p/mm/40016655_7-knorr-instant-sweet-corn-cup-a-soup.jpg,https://www.bigbasket.com/pd/40016655/knorr-instant-sweet-corn-cup-a-soup-10-g/?nc=cl-prod-list&t_pg=l1-cat-snacks-branded-foods&t_p=cl-temp-1&t_s=cl-prod-list&t_pos=3&t_ch=desktop,Instant Sweet Corn Cup-A-Soup,10
https://www.bigbasket.com/media/uploads/p/mm/1204014_1-too-yumm-veggie-stix-sour-cream-onion.jpg,https://www.bigbasket.com/pd/1204014/too-yumm-veggie-stix-sour-cream-onion-3x52-g/?nc=cl-prod-list&t_pg=l1-cat-snacks-branded-foods&t_p=cl-temp-1&t_s=cl-prod-list&t_pos=3&t_ch=desktop,Veggie Stix - Sour Cream & Onion,54
https://www.bigbasket.com/media/uploads/p/mm/1207411_1-cadbury-perk-chocolate-home-treats-1755-g-27-units.jpg,https://www.bigbasket.com/pd/1207411/cadbury-perk-chocolate-home-treats-175-5-g-27-units-2x175-5-g/?nc=cl-prod-list&t_pg=l1-cat-snacks-branded-foods&t_p=cl-temp-1&t_s=cl-prod-list&t_pos=3&t_ch=desktop,"Perk - Chocolate, Home Treats, 175.5 g, 27 Units",198
https://www.bigbasket.com/media/uploads/p/mm/266555_5-kissan-ketchup-squeezo-fresh-tomato.jpg,https://www.bigbasket.com/pd/266555/kissan-ketchup-squeezo-fresh-tomato-450-g/?nc=cl-prod-list&t_pg=l1-cat-snacks-branded-foods&t_p=cl-temp-1&t_s=cl-prod-list&t_pos=3&t_ch=desktop,"Ketchup - Squeezo, Fresh Tomato",105
https://www.bigbasket.com/media/uploads/p/mm/40117875_4-paper-boat-peanut-chikki-mithai.jpg,https://www.bigbasket.com/pd/40117875/paper-boat-peanut-chikki-mithai-28-g/?nc=cl-prod-list&t_pg=l1-cat-snacks-branded-foods&t_p=cl-temp-1&t_s=cl-prod-list&t_pos=3&t_ch=desktop,Peanut Chikki Mithai,10
https://www.bigbasket.com/media/uploads/p/mm/264916_7-nissin-cup-noodles-veggi-manchow.jpg,https://www.bigbasket.com/pd/264916/nissin-cup-noodles-veggi-manchow-70-g/?nc=cl-prod-list&t_pg=l1-cat-snacks-branded-foods&t_p=cl-temp-1&t_s=cl-prod-list&t_pos=3&t_ch=desktop,Cup Noodles - Veggi manchow,45
https://www.bigbasket.com/media/uploads/p/mm/100132843_1-act-ii-microwave-popcorn-butter-lovers-flavor.jpg,https://www.bigbasket.com/pd/100132843/act-ii-microwave-popcorn-butter-lovers-flavor-33-g/?nc=cl-prod-list&t_pg=l1-cat-snacks-branded-foods&t_p=cl-temp-1&t_s=cl-prod-list&t_pos=3&t_ch=desktop,Microwave Popcorn - Butter Lovers Flavor,25
https://www.bigbasket.com/media/uploads/p/mm/1203244_1-cadbury-dairy-milk-silk-chocolate-bar-150-gm-silk-oreo-130g.jpg,https://www.bigbasket.com/pd/1203244/cadbury-dairy-milk-silk-chocolate-bar-150-gm-silk-oreo-130g-combo/?nc=cl-prod-list&t_pg=l1-cat-snacks-branded-foods&t_p=cl-temp-1&t_s=cl-prod-list&t_pos=3&t_ch=desktop,"Silk Chocolate Bar, 150 Gm + Silk Oreo, 130G",330
https://www.bigbasket.com/media/uploads/p/mm/40107107_5-bagrrys-corn-flakes-plus-original-healthier.jpg,https://www.bigbasket.com/pd/40107107/bagrrys-corn-flakes-plus-original-healthier-800-g/?nc=cl-prod-list&t_pg=l1-cat-snacks-branded-foods&t_p=cl-temp-1&t_s=cl-prod-list&t_pos=3&t_ch=desktop,Corn Flakes Plus - Original & Healthier,330
https://www.bigbasket.com/media/uploads/p/mm/1209668_1-cadbury-oreo-dipped-cookie.jpg,https://www.bigbasket.com/pd/1209668/cadbury-oreo-dipped-cookie-2x150-g/?nc=cl-prod-list&t_pg=l1-cat-snacks-branded-foods&t_p=cl-temp-1&t_s=cl-prod-list&t_pos=3&t_ch=desktop,Dipped Cookie,120
https://www.bigbasket.com/media/uploads/p/mm/40008363_2-weikfield-custard-powder-vanilla-flavor.jpg,https://www.bigbasket.com/pd/40008363/weikfield-custard-powder-vanilla-flavor-200-g/?nc=cl-prod-list&t_pg=l1-cat-snacks-branded-foods&t_p=cl-temp-1&t_s=cl-prod-list&t_pos=3&t_ch=desktop,Custard Powder - Vanilla Flavor,64
https://www.bigbasket.com/media/uploads/p/mm/266105_7-maggi-sauce-rich-tomatono-onion-garlic.jpg,https://www.bigbasket.com/pd/266105/maggi-sauce-rich-tomato-no-onion-garlic-500-g/?nc=cl-prod-list&t_pg=l1-cat-snacks-branded-foods&t_p=cl-temp-1&t_s=cl-prod-list&t_pos=3&t_ch=desktop,Sauce - Rich Tomato(No Onion Garlic),102
https://www.bigbasket.com/media/uploads/p/mm/1203953_1-mcvities-digestive-biscuits.jpg,https://www.bigbasket.com/pd/1203953/mcvities-digestive-biscuits-3x100-g/?nc=cl-prod-list&t_pg=l1-cat-snacks-branded-foods&t_p=cl-temp-1&t_s=cl-prod-list&t_pos=3&t_ch=desktop,Digestive Biscuits,60
https://www.bigbasket.com/media/uploads/p/mm/40128488_2-sundrop-peanut-butter-100-natural-crunchy.jpg,https://www.bigbasket.com/pd/40128488/sundrop-peanut-butter-100-natural-crunchy-924-g/?nc=cl-prod-list&t_pg=l1-cat-snacks-branded-foods&t_p=cl-temp-1&t_s=cl-prod-list&t_pos=3&t_ch=desktop,"Peanut Butter - 100% Natural, Crunchy",249
https://www.bigbasket.com/media/uploads/p/mm/1205928_2-gooddiet-quinoa-muesli-with-nuts-seeds.jpg,https://www.bigbasket.com/pd/1205928/gooddiet-quinoa-muesli-with-nuts-seeds-6x30-g/?nc=cl-prod-list&t_pg=l1-cat-snacks-branded-foods&t_p=cl-temp-1&t_s=cl-prod-list&t_pos=3&t_ch=desktop,Quinoa Muesli - With Nuts & Seeds,99.18
https://www.bigbasket.com/media/uploads/p/mm/40154511_1-cadbury-oreo-dipped-cookie.jpg,https://www.bigbasket.com/pd/40154511/cadbury-oreo-dipped-cookie-50-g/?nc=cl-prod-list&t_pg=l1-cat-snacks-branded-foods&t_p=cl-temp-1&t_s=cl-prod-list&t_pos=3&t_ch=desktop,Dipped Cookie,20
https://www.bigbasket.com/media/uploads/p/mm/40012950_2-jabsons-khakhra-methi-roasted-wheat-papads-crisps.jpg,https://www.bigbasket.com/pd/40012950/jabsons-khakhra-methi-roasted-wheat-papads-crisps-180-g/?nc=cl-prod-list&t_pg=l1-cat-snacks-branded-foods&t_p=cl-temp-1&t_s=cl-prod-list&t_pos=3&t_ch=desktop,Khakhra - Methi (Roasted Wheat Papads Crisps),65
https://www.bigbasket.com/media/uploads/p/mm/100532699_8-nestle-kitkat-2-finger-chocolate-covered-wafer-bar.jpg,https://www.bigbasket.com/pd/100532699/nestle-kitkat-2-finger-chocolate-covered-wafer-bar-18-g/?nc=cl-prod-list&t_pg=l1-cat-snacks-branded-foods&t_p=cl-temp-1&t_s=cl-prod-list&t_pos=3&t_ch=desktop,Kitkat 2 Finger Chocolate Covered Wafer Bar,15
https://www.bigbasket.com/media/uploads/p/mm/40001602_3-britannia-bourbon-chocolate-cream-biscuits.jpg,https://www.bigbasket.com/pd/40001602/britannia-bourbon-chocolate-cream-biscuits-20-g/?nc=cl-prod-list&t_pg=l1-cat-snacks-branded-foods&t_p=cl-temp-1&t_s=cl-prod-list&t_pos=3&t_ch=desktop,Bourbon Chocolate Cream Biscuits,5
https://www.bigbasket.com/media/uploads/p/mm/100537331_3-britannia-treat-orange-cream-biscuits.jpg,https://www.bigbasket.com/pd/100537331/britannia-treat-orange-cream-biscuits-60-g/?nc=cl-prod-list&t_pg=l1-cat-snacks-branded-foods&t_p=cl-temp-1&t_s=cl-prod-list&t_pos=3&t_ch=desktop,Treat Orange Cream Biscuits,10
https://www.bigbasket.com/media/uploads/p/mm/268691_7-saffola-oats.jpg,https://www.bigbasket.com/pd/268691/saffola-oats-1-kg/?nc=cl-prod-list&t_pg=l1-cat-snacks-branded-foods&t_p=cl-temp-1&t_s=cl-prod-list&t_pos=3&t_ch=desktop,Oats,195
https://www.bigbasket.com/media/uploads/p/mm/40131424_6-gooddiet-multi-millet-muesli-with-fruits-nuts-berries.jpg,https://www.bigbasket.com/pd/40131424/gooddiet-multi-millet-muesli-with-fruits-nuts-berries-350-g/?nc=cl-prod-list&t_pg=l1-cat-snacks-branded-foods&t_p=cl-temp-1&t_s=cl-prod-list&t_pos=3&t_ch=desktop,"Multi Millet Muesli - With Fruits, Nuts & Berries",249
https://www.bigbasket.com/media/uploads/p/mm/273867_1-unibic-cookies-oatmeal-sugar-free.jpg,https://www.bigbasket.com/pd/273867/unibic-cookies-oatmeal-sugar-free-75-g/?nc=cl-prod-list&t_pg=l1-cat-snacks-branded-foods&t_p=cl-temp-1&t_s=cl-prod-list&t_pos=3&t_ch=desktop,Cookies - Oatmeal (Sugar Free),40
https://www.bigbasket.com/media/uploads/p/mm/40023487_2-britannia-50-50-sweet-salty-biscuits.jpg,https://www.bigbasket.com/pd/40023487/britannia-50-50-sweet-salty-biscuits-200-g/?nc=cl-prod-list&t_pg=l1-cat-snacks-branded-foods&t_p=cl-temp-1&t_s=cl-prod-list&t_pos=3&t_ch=desktop,50-50 Sweet & Salty Biscuits,30
https://www.bigbasket.com/media/uploads/p/mm/40123748_2-health-sutra-biscuits-ragi.jpg,https://www.bigbasket.com/pd/40123748/health-sutra-biscuits-ragi-100-g/?nc=cl-prod-list&t_pg=l1-cat-snacks-branded-foods&t_p=cl-temp-1&t_s=cl-prod-list&t_pos=3&t_ch=desktop,Biscuits - Ragi,40
https://www.bigbasket.com/media/uploads/p/mm/40122230_2-kitkat-3-fingers-chocolate-bars.jpg,https://www.bigbasket.com/pd/40122230/kitkat-3-fingers-chocolate-bars-27-5-g/?nc=cl-prod-list&t_pg=l1-cat-snacks-branded-foods&t_p=cl-temp-1&t_s=cl-prod-list&t_pos=3&t_ch=desktop,3 Fingers - Chocolate Bars,20
https://www.bigbasket.com/media/uploads/p/mm/1204623_2-funfoods-mayonnaise-eggless.jpg,https://www.bigbasket.com/pd/1204623/funfoods-mayonnaise-eggless-5x100-g/?nc=cl-prod-list&t_pg=l1-cat-snacks-branded-foods&t_p=cl-temp-1&t_s=cl-prod-list&t_pos=3&t_ch=desktop,Mayonnaise - Eggless,175
https://www.bigbasket.com/media/uploads/p/mm/40141864_3-itc-master-chef-chicken-nuggets-crunchy.jpg,https://www.bigbasket.com/pd/40141864/itc-master-chef-chicken-nuggets-crunchy-450-g/?nc=cl-prod-list&t_pg=l1-cat-snacks-branded-foods&t_p=cl-temp-1&t_s=cl-prod-list&t_pos=3&t_ch=desktop,Chicken Nuggets - Crunchy,202.50
