img,link,prod,price,,,,,,
https://m.media-amazon.com/images/I/81JBVb5dTNL._AC_UL320_ML3_.jpg,https://www.amazon.in/Amazon-Brand-Vedaka-Maida-1kg/dp/B07HTCDLJL/ref=sr_1_64?crid=TF74J8XYCT71&dchild=1&fpw=pantry&keywords=groceries+all+items+price&qid=1587472068&s=pantry&sprefix=groce%2Cpantry%2C275&sr=8-64&srs=9574332031,"Amazon Brand - Vedaka Maida, 1kg",55,,,,,,
,,,,,,,,,
https://m.media-amazon.com/images/I/61wO-3yr+fL._AC_UL320_ML3_.jpg,https://www.amazon.in/Comfort-After-Morning-Fabric-Conditioner/dp/B07DPXD4Q8/ref=sr_1_66?crid=TF74J8XYCT71&dchild=1&fpw=pantry&keywords=groceries+all+items+price&qid=1587472068&s=pantry&sprefix=groce%2Cpantry%2C275&sr=8-66&srs=9574332031,Comfort After Wash Morning Fresh Fabric Conditioner - 220 ml,385,,,,,,
https://m.media-amazon.com/images/I/810LbmUGQnL._AC_UL320_ML3_.jpg,https://www.amazon.in/Sundrop-Oil-Lite-5L-Jar/dp/B01GCGI2DC/ref=sr_1_67?crid=TF74J8XYCT71&dchild=1&fpw=pantry&keywords=groceries+all+items+price&qid=1587472068&s=pantry&sprefix=groce%2Cpantry%2C275&sr=8-67&srs=9574332031,"Sundrop Lite Oil, 5l Jar",598,,,,,,
https://m.media-amazon.com/images/I/51fpv+-oLJL._AC_UL320_ML3_.jpg,https://www.amazon.in/Vim-Dishwash-Gel-Lemon-1-8/dp/B01MTZTQLH/ref=sr_1_68?crid=TF74J8XYCT71&dchild=1&fpw=pantry&keywords=groceries+all+items+price&qid=1587472068&s=pantry&sprefix=groce%2Cpantry%2C275&sr=8-68&srs=9574332031,Vim Dishwash Liquid - 1.8L,335,,,,,,
https://m.media-amazon.com/images/I/818S83Kq3OL._AC_UL320_ML3_.jpg,https://www.amazon.in/Nestle-Everyday-Punjab-Ghee-1L/dp/B01MXXFDKF/ref=sr_1_69?crid=TF74J8XYCT71&dchild=1&fpw=pantry&keywords=groceries+all+items+price&qid=1587472068&s=pantry&sprefix=groce%2Cpantry%2C275&sr=8-69&srs=9574332031,"Nestle Everyday Shahi Ghee, 1L",469,,,,,,
https://m.media-amazon.com/images/I/81bKWgpO8HL._AC_UL320_ML3_.jpg,https://www.amazon.in/Amazon-Brand-Vedaka-Flour-Besan/dp/B07DDMGJWD/ref=sr_1_70?crid=TF74J8XYCT71&dchild=1&fpw=pantry&keywords=groceries+all+items+price&qid=1587472068&s=pantry&sprefix=groce%2Cpantry%2C275&sr=8-70&srs=9574332031,"Amazon Brand - Vedaka Gram Flour (100% Chana Besan), 1 kg",78,,,,,,
https://m.media-amazon.com/images/I/61nBoAnPSEL._AC_UL320_ML3_.jpg,https://www.amazon.in/Parachute-Coconut-Oil-litre-Pet/dp/B01CGFFKDS/ref=sr_1_71?crid=TF74J8XYCT71&dchild=1&fpw=pantry&keywords=groceries+all+items+price&qid=1587472068&s=pantry&sprefix=groce%2Cpantry%2C275&sr=8-71&srs=9574332031,Parachute Coconut Oil - 1 L Pet Jar,380,,,,,,
https://m.media-amazon.com/images/I/81nqRtKd3ZL._AC_UL320_ML3_.jpg,https://www.amazon.in/Mother-Dairy-Cow-Ghee-1L/dp/B07Q121394/ref=sr_1_72?crid=TF74J8XYCT71&dchild=1&fpw=pantry&keywords=groceries+all+items+price&qid=1587472068&s=pantry&sprefix=groce%2Cpantry%2C275&sr=8-72&srs=9574332031,"Mother Dairy Cow Ghee, 1L",467,,,,,,
https://m.media-amazon.com/images/I/61hpzB8pZjL._AC_UL320_ML3_.jpg,https://www.amazon.in/Cadbury-Bournvita-Chocolate-Health-Drink/dp/B07FPWXCT7/ref=sr_1_73?crid=TF74J8XYCT71&dchild=1&fpw=pantry&keywords=groceries+all+items+price&qid=1587472068&s=pantry&sprefix=groce%2Cpantry%2C275&sr=8-73&srs=9574332031,"Cadbury Bournvita Health Drink, 2 kg Pack",625,,,,,,
https://m.media-amazon.com/images/I/71aXjSBtFgL._AC_UL320_ML3_.jpg,https://www.amazon.in/India-Gate-Basmati-Rice-Super/dp/B07CFQYZ9J/ref=sr_1_74?crid=TF74J8XYCT71&dchild=1&fpw=pantry&keywords=groceries+all+items+price&qid=1587472068&s=pantry&sprefix=groce%2Cpantry%2C275&sr=8-74&srs=9574332031,"India Gate Basmati Rice Bag, Super, 5kg",652,,,,,,
https://m.media-amazon.com/images/I/61+-0UOpIaL._AC_UL320_ML3_.jpg,https://www.amazon.in/Solimo-Tomato-Ketchup-950-g/dp/B07N4C74YP/ref=sr_1_75?crid=TF74J8XYCT71&dchild=1&fpw=pantry&keywords=groceries+all+items+price&qid=1587472068&s=pantry&sprefix=groce%2Cpantry%2C275&sr=8-75&srs=9574332031,"Amazon Brand - Solimo Tomato Ketchup, 950 g",85,,,,,,
https://m.media-amazon.com/images/I/81O3nuZ5knL._AC_UL320_ML3_.jpg,https://www.amazon.in/EXO-Exo-Bar-700-Pack/dp/B072BY1G64/ref=sr_1_76?crid=TF74J8XYCT71&dchild=1&fpw=pantry&keywords=groceries+all+items+price&qid=1587472068&s=pantry&sprefix=groce%2Cpantry%2C275&sr=8-76&srs=9574332031,Exo Round Dish Wash Bar - 700 g (Pack of 2),125,,,,,,
https://m.media-amazon.com/images/I/718EIHYLLqL._AC_UL320_ML3_.jpg,https://www.amazon.in/24-Mantra-Organic-Mustard-Small/dp/B01GCDUSA0/ref=sr_1_77?crid=TF74J8XYCT71&dchild=1&fpw=pantry&keywords=groceries+all+items+price&qid=1587472068&s=pantry&sprefix=groce%2Cpantry%2C275&sr=8-77&srs=9574332031,"24 Mantra Organic Mustard Seed, Small, 100g",28,,,,,,
,,,,,,,,,
https://m.media-amazon.com/images/I/7181KOQX05L._AC_UL320_ML3_.jpg,https://www.amazon.in/Everyday-Milk-Powder-1kg/dp/B01HBFRSJC/ref=sr_1_79?crid=TF74J8XYCT71&dchild=1&fpw=pantry&keywords=groceries+all+items+price&qid=1587472068&s=pantry&sprefix=groce%2Cpantry%2C275&sr=8-79&srs=9574332031,"Nestle Everyday Dairy Whitener, Milk Powder for Tea, 1Kg Pouch",490,,,,,,
https://m.media-amazon.com/images/I/71Mhlm3iCUL._AC_UL320_ML3_.jpg,https://www.amazon.in/24-Mantra-Organic-Mustard-Seed/dp/B01CHV7CL4/ref=sr_1_80?crid=TF74J8XYCT71&dchild=1&fpw=pantry&keywords=groceries+all+items+price&qid=1587472068&s=pantry&sprefix=groce%2Cpantry%2C275&sr=8-80&srs=9574332031,"24 Mantra Organic Mustard Seed, Big, 100g",25,,,,,,
https://m.media-amazon.com/images/I/91z9jjsgx9L._AC_UL320_ML3_.jpg,https://www.amazon.in/Amazon-Brand-Vedaka-Cardamom-Elaichi/dp/B07C6HRKWS/ref=sr_1_81?crid=TF74J8XYCT71&dchild=1&fpw=pantry&keywords=groceries+all+items+price&qid=1587472068&s=pantry&sprefix=groce%2Cpantry%2C275&sr=8-81&srs=9574332031,"Amazon Brand - Vedaka Cardamom (Elaichi), 100g",550,,,,,,
https://m.media-amazon.com/images/I/913guVDSKrL._AC_UL320_ML3_.jpg,https://www.amazon.in/Pears-Soft-Fresh-Bathing-125g/dp/B06W2MZP4D/ref=sr_1_82?crid=TF74J8XYCT71&dchild=1&fpw=pantry&keywords=groceries+all+items+price&qid=1587472068&s=pantry&sprefix=groce%2Cpantry%2C275&sr=8-82&srs=9574332031,"Pears Soft and Fresh Bathing Bar, 125g (Buy 3 Get 1 Free)",135,,,,,,
https://m.media-amazon.com/images/I/91wHj5bRDzL._AC_UL320_ML3_.jpg,https://www.amazon.in/Amazon-Brand-Vedaka-Premium-Chilka/dp/B079N8CFZH/ref=sr_1_83?crid=TF74J8XYCT71&dchild=1&fpw=pantry&keywords=groceries+all+items+price&qid=1587472068&s=pantry&sprefix=groce%2Cpantry%2C275&sr=8-83&srs=9574332031,"Amazon Brand - Vedaka Premium Black Urad Split / Chilka, 500g",70,,,,,,
https://m.media-amazon.com/images/I/81CXi8kI5WL._AC_UL320_ML3_.jpg,https://www.amazon.in/Amazon-Brand-Vedaka-Cardamom-Elaichi/dp/B0754GSGGH/ref=sr_1_84?crid=TF74J8XYCT71&dchild=1&fpw=pantry&keywords=groceries+all+items+price&qid=1587472068&s=pantry&sprefix=groce%2Cpantry%2C275&sr=8-84&srs=9574332031,"Amazon Brand - Vedaka Cardamom (Elaichi), 50g",295,,,,,,
https://m.media-amazon.com/images/I/51eElxm+NJL._AC_UL320_ML3_.jpg,https://www.amazon.in/Dove-Pink-Beauty-Bathing-Rupees/dp/B0744SKXRV/ref=sr_1_85?crid=TF74J8XYCT71&dchild=1&fpw=pantry&keywords=groceries+all+items+price&qid=1587472068&s=pantry&sprefix=groce%2Cpantry%2C275&sr=8-85&srs=9574332031,"Dove Pink Rosa Beauty Bathing Bar, 100g (Pack of 3)",145,,,,,,
,,,,,,,,,
https://m.media-amazon.com/images/I/51nDqDUzzML._AC_UL320_ML3_.jpg,https://www.amazon.in/Clinic-Plus-Strong-Health-Shampoo/dp/B01CGEV23Q/ref=sr_1_87?crid=TF74J8XYCT71&dchild=1&fpw=pantry&keywords=groceries+all+items+price&qid=1587472068&s=pantry&sprefix=groce%2Cpantry%2C275&sr=8-87&srs=9574332031,"Clinic Plus Strong and Long Health Shampoo, 650ml",324,,,,,,
https://m.media-amazon.com/images/I/51HZ1hEdc1L._AC_UL320_ML3_.jpg,https://www.amazon.in/Fortune-Vivo-Oil-5L-Jar/dp/B01H5L6BK4/ref=sr_1_88?crid=TF74J8XYCT71&dchild=1&fpw=pantry&keywords=groceries+all+items+price&qid=1587472068&s=pantry&sprefix=groce%2Cpantry%2C275&sr=8-88&srs=9574332031,"Fortune Vivo Pro Sugar Conscious Edible Oil, Jar, 5 L",666,,,,,,
https://m.media-amazon.com/images/I/61D-gY38IIL._AC_UL320_ML3_.jpg,https://www.amazon.in/Cinthol-Lime-Soap-100g-Pack/dp/B01N67ZVLM/ref=sr_1_89?crid=TF74J8XYCT71&dchild=1&fpw=pantry&keywords=groceries+all+items+price&qid=1587472068&s=pantry&sprefix=groce%2Cpantry%2C275&sr=8-89&srs=9574332031,"Cinthol Lime Bath Soap, 100g (Pack of 8)",154,,,,,,
https://m.media-amazon.com/images/I/61pY++N4XFL._AC_UL320_ML3_.jpg,https://www.amazon.in/Lizol-Disinfectant-Surface-Cleaner-Floral/dp/B01H4UNMJY/ref=sr_1_90?crid=TF74J8XYCT71&dchild=1&fpw=pantry&keywords=groceries+all+items+price&qid=1587472068&s=pantry&sprefix=groce%2Cpantry%2C275&sr=8-90&srs=9574332031,"Lizol Disinfectant Floor Cleaner Floral, 2 L",361,,,,,,
https://m.media-amazon.com/images/I/71OrXidz2bL._AC_UL320_ML3_.jpg,https://www.amazon.in/Surf-Excel-Matic-Detergent-Powder/dp/B07PY6Z7KD/ref=sr_1_91?crid=TF74J8XYCT71&dchild=1&fpw=pantry&keywords=groceries+all+items+price&qid=1587472068&s=pantry&sprefix=groce%2Cpantry%2C275&sr=8-91&srs=9574332031,"Surf Excel Matic Top Load Detergent Powder, 3 Kg + 1 kg Free",595,,,,,,
https://m.media-amazon.com/images/I/61jMeN1BmwL._AC_UL320_ML3_.jpg,https://www.amazon.in/Domex-Ocean-Fresh-Toilet-Cleaner/dp/B07BF24JV6/ref=sr_1_92?crid=TF74J8XYCT71&dchild=1&fpw=pantry&keywords=groceries+all+items+price&qid=1587472068&s=pantry&sprefix=groce%2Cpantry%2C275&sr=8-92&srs=9574332031,"Domex Fresh Guard Ocean Fresh Disinfectant Toilet Cleaner, 750 ml",90,,,,,,
https://m.media-amazon.com/images/I/81STsnS6U4L._AC_UL320_ML3_.jpg,https://www.amazon.in/Godrej-Ezee-Liquid-Detergent-500/dp/B01CJUB700/ref=sr_1_93?crid=TF74J8XYCT71&dchild=1&fpw=pantry&keywords=groceries+all+items+price&qid=1587472068&s=pantry&sprefix=groce%2Cpantry%2C275&sr=8-93&srs=9574332031,Godrej Ezee Liquid Detergent - 500 g,89,,,,,,
https://m.media-amazon.com/images/I/61rBZswIppL._AC_UL320_ML3_.jpg,https://www.amazon.in/Colgate-Toothpaste-Visible-White-Sparkling/dp/B01CJUH6MI/ref=sr_1_94?crid=TF74J8XYCT71&dchild=1&fpw=pantry&keywords=groceries+all+items+price&qid=1587472068&s=pantry&sprefix=groce%2Cpantry%2C275&sr=8-94&srs=9574332031,"Colgate Visible White Dazzling White Toothpaste, Sparkling Mint - 200gm (Saver Pack)",153,,,,,,
,,,,,,,,,
https://m.media-amazon.com/images/I/71m3Ywqw4RL._AC_UL320_ML3_.jpg,https://www.amazon.in/Kohinoor-Charminar-Every-Meal-Mogra/dp/B0824G2HFR/ref=sr_1_96?crid=TF74J8XYCT71&dchild=1&fpw=pantry&keywords=groceries+all+items+price&qid=1587472068&s=pantry&sprefix=groce%2Cpantry%2C275&sr=8-96&srs=9574332031,"Kohinoor Charminar Every Meal Rice (Mogra), 10 Kg",499,,,,,,
https://m.media-amazon.com/images/I/910fkiDsQML._AC_UL320_ML3_.jpg,https://www.amazon.in/Godrej-Ezee-Liquid-Detergent-Refills/dp/B01MTRRIZL/ref=sr_1_97?crid=TF74J8XYCT71&dchild=1&fpw=pantry&keywords=groceries+all+items+price&qid=1587472075&s=pantry&sprefix=groce%2Cpantry%2C275&sr=8-97&srs=9574332031,Godrej Ezee Liquid Detergent - 1 kg with Two Refills - 1 kg (3 kg Pack),442,,,,,,
https://m.media-amazon.com/images/I/31l2igXwQnL._AC_UL320_ML3_.jpg,https://www.amazon.in/Clinic-Plus-Strong-Thick-Shampoo/dp/B01MDNT3ZO/ref=sr_1_98?crid=TF74J8XYCT71&dchild=1&fpw=pantry&keywords=groceries+all+items+price&qid=1587472075&s=pantry&sprefix=groce%2Cpantry%2C275&sr=8-98&srs=9574332031,"Clinic Plus Strong and Extra Thick Shampoo, 650ml",284,,,,,,
https://m.media-amazon.com/images/I/61vTz2risCL._AC_UL320_ML3_.jpg,https://www.amazon.in/Dettol-Soap-Skincare-125g-Pack/dp/B078VFHMTJ/ref=sr_1_99?crid=TF74J8XYCT71&dchild=1&fpw=pantry&keywords=groceries+all+items+price&qid=1587472075&s=pantry&sprefix=groce%2Cpantry%2C275&sr=8-99&srs=9574332031,"Dettol Skincare Soap, 125g (Pack of 4)",156,,,,,,
https://m.media-amazon.com/images/I/91m+Tv+eDlL._AC_UL320_ML3_.jpg,https://www.amazon.in/Vedaka-Premium-Pumpkin-Seeds-500g/dp/B07GR69YCV/ref=sr_1_100?crid=TF74J8XYCT71&dchild=1&fpw=pantry&keywords=groceries+all+items+price&qid=1587472075&s=pantry&sprefix=groce%2Cpantry%2C275&sr=8-100&srs=9574332031,"Vedaka Premium Pumpkin Seeds, 500g",425,,,,,,
https://m.media-amazon.com/images/I/712pTfQ3cWL._AC_UL320_ML3_.jpg,https://www.amazon.in/Ariel-Matic-Detergent-Washing-Powder/dp/B07229GRLR/ref=sr_1_101?crid=TF74J8XYCT71&dchild=1&fpw=pantry&keywords=groceries+all+items+price&qid=1587472075&s=pantry&sprefix=groce%2Cpantry%2C275&sr=8-101&srs=9574332031,Ariel Matic Front Load Detergent Washing Powder - 4 kg with Free Detergent Powder - 2 kg,"1,098",,,,,,
https://m.media-amazon.com/images/I/81+jQkH+zgL._AC_UL320_ML3_.jpg,https://www.amazon.in/Nestl%C3%A9-CERELAC-Fortified-Cereal-Wheat/dp/B01CJVB61Y/ref=sr_1_102?crid=TF74J8XYCT71&dchild=1&fpw=pantry&keywords=groceries+all+items+price&qid=1587472075&s=pantry&sprefix=groce%2Cpantry%2C275&sr=8-102&srs=9574332031,"Nestle Cerelac Fortified Baby Cereal with Milk, Wheat Apple ??rom 6 Months, 300g Pack",179,,,,,,
https://m.media-amazon.com/images/I/61dMPd3yFCL._AC_UL320_ML3_.jpg,https://www.amazon.in/Comfort-After-Morning-Fabric-Conditioner/dp/B074WCQGV9/ref=sr_1_103?crid=TF74J8XYCT71&dchild=1&fpw=pantry&keywords=groceries+all+items+price&qid=1587472075&s=pantry&sprefix=groce%2Cpantry%2C275&sr=8-103&srs=9574332031,"Comfort After Wash Morning Fresh Fabric Conditioner, 1.6 L",339,,,,,,
https://m.media-amazon.com/images/I/81NTSvJLDgL._AC_UL320_ML3_.jpg,https://www.amazon.in/Godrej-Ezee-Liquid-Detergent-1kg/dp/B01CJUB53E/ref=sr_1_104?crid=TF74J8XYCT71&dchild=1&fpw=pantry&keywords=groceries+all+items+price&qid=1587472075&s=pantry&sprefix=groce%2Cpantry%2C275&sr=8-104&srs=9574332031,Godrej Ezee Liquid Detergent - 1kg,157,,,,,,
https://m.media-amazon.com/images/I/71V4HXXHiBL._AC_UL320_ML3_.jpg,https://www.amazon.in/Disano-Extra-Light-Olive-Oil/dp/B07DVWLSYL/ref=sr_1_105?crid=TF74J8XYCT71&dchild=1&fpw=pantry&keywords=groceries+all+items+price&qid=1587472075&s=pantry&sprefix=groce%2Cpantry%2C275&sr=8-105&srs=9574332031,"Disano Extra Light Olive Oil, 2L",895,,,,,,
https://m.media-amazon.com/images/I/71fz5+DqfeL._AC_UL320_ML3_.jpg,https://www.amazon.in/Head-Shoulders-Anti-Dandruff-Shampoo-Smooth/dp/B01HBA4VMY/ref=sr_1_106?crid=TF74J8XYCT71&dchild=1&fpw=pantry&keywords=groceries+all+items+price&qid=1587472075&s=pantry&sprefix=groce%2Cpantry%2C275&sr=8-106&srs=9574332031,"Head & Shoulders Smooth & Silky Shampoo, 650ml/675ml (Weight May Vary)",475,,,,,,
https://m.media-amazon.com/images/I/81XaC8CoW4L._AC_UL320_ML3_.jpg,https://www.amazon.in/Ariel-Matic-Detergent-Washing-Powder/dp/B01N5LENPM/ref=sr_1_107?crid=TF74J8XYCT71&dchild=1&fpw=pantry&keywords=groceries+all+items+price&qid=1587472075&s=pantry&sprefix=groce%2Cpantry%2C275&sr=8-107&srs=9574332031,Ariel Matic Top Load Detergent Washing Powder - 2 kg,472,,,,,,
https://m.media-amazon.com/images/I/61IMKtHxL5L._AC_UL320_ML3_.jpg,https://www.amazon.in/Kohinoor-Royale-Authentic-Biryani-Basmati/dp/B01MS9HLAK/ref=sr_1_108?crid=TF74J8XYCT71&dchild=1&fpw=pantry&keywords=groceries+all+items+price&qid=1587472075&s=pantry&sprefix=groce%2Cpantry%2C275&sr=8-108&srs=9574332031,"Kohinoor Royale Authentic Biryani Basmati Rice, 5 Kg",579,,,,,,
https://m.media-amazon.com/images/I/61Yf5n05OEL._AC_UL320_ML3_.jpg,https://www.amazon.in/Surf-Excel-Matic-Detergent-Powder/dp/B07FF1ZYWP/ref=sr_1_109?crid=TF74J8XYCT71&dchild=1&fpw=pantry&keywords=groceries+all+items+price&qid=1587472075&s=pantry&sprefix=groce%2Cpantry%2C275&sr=8-109&srs=9574332031,Surf Excel Matic Front Load Detergent Powder - 4 kg with Free 2 kg,"1,099",,,,,,
https://m.media-amazon.com/images/I/81XyHmkR+GL._AC_UL320_ML3_.jpg,https://www.amazon.in/Ariel-Matic-Detergent-Washing-Powder/dp/B07BHX58FZ/ref=sr_1_110?crid=TF74J8XYCT71&dchild=1&fpw=pantry&keywords=groceries+all+items+price&qid=1587472075&s=pantry&sprefix=groce%2Cpantry%2C275&sr=8-110&srs=9574332031,Ariel Matic Front Load Detergent Washing Powder - 3 kg (Rupees 150 Off),694,,,,,,
